id,ANY,MORTGAGE,OWN,RENT,annual_inc,emp_length,installment,loan_amnt,term,int_rate,avg_cur_bal,inq_last_12m,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
102587411,0,1,0,0,180000.0,10,250.66,8000,36,0.0799,18141.0,2.0,2829.0,118.0,159.0,4.0,4.0,2.0,29.0,8.0,13.0,8.0,0.0,4.0,12,0.0,0,31,80186.0,1
155156578,0,1,0,0,135361.0,7,36.03,1000,36,0.1774,65490.0,2.0,1257.0,131.0,281.0,127.0,2.0,2.0,8.0,4.0,7.0,2.0,1.0,1.0,5,100.0,0,15,94524.0,1
93684840,0,0,0,1,46000.0,1,361.48,10000,36,0.1799,3301.0,3.0,1537.0,10.0,87.0,19.0,10.0,0.0,49.0,4.0,1.0,9.0,0.0,1.0,10,25.0,0,16,26410.0,1
97424210,0,0,0,1,170000.0,10,481.84,16000,36,0.0532,16138.0,0.0,0.0,208.0,134.0,35.0,10.0,2.0,19.0,9.0,11.0,6.0,0.0,1.0,9,0.0,0,28,112969.0,1
121718110,0,1,0,0,65000.0,9,723.06,17875,36,0.263,33900.0,1.0,6045.0,198.0,159.0,1.0,1.0,5.0,63.0,6.0,5.0,6.0,0.0,3.0,10,25.0,0,19,64693.0,1
121791304,0,0,0,1,120000.0,4,896.14,28000,36,0.0944,6556.0,5.0,9823.0,155.0,159.0,7.0,7.0,6.0,13.0,10.0,18.0,3.0,0.0,4.0,8,0.0,0,37,52450.0,1
96391586,0,0,0,1,75000.0,1,402.83,12000,36,0.1274,9236.0,4.0,7236.0,174.0,183.0,1.0,1.0,6.0,26.0,8.0,37.0,11.0,0.0,4.0,25,28.6,0,58,104898.0,1
85361223,0,0,0,1,55000.0,1,625.7,17900,36,0.1559,2033.0,2.0,2280.0,152.0,55.0,4.0,4.0,0.0,16.0,6.0,10.0,3.0,2.0,2.0,7,50.0,0,18,14229.0,1
150002763,0,0,1,0,135000.0,10,125.4,3000,36,0.288,4336.0,1.0,39.0,147.0,178.0,4.0,4.0,7.0,3.0,7.0,18.0,9.0,0.0,2.0,16,0.0,0,39,69368.0,1
84040208,0,0,0,1,82400.0,3,352.15,12000,60,0.2499,5613.0,0.0,6411.0,131.0,130.0,7.0,7.0,3.0,52.0,5.0,10.0,8.0,0.0,3.0,12,80.0,1,22,67350.0,0
113123492,0,1,0,0,65000.0,2,142.72,4200,36,0.1359,12968.0,1.0,2917.0,125.0,194.0,1.0,1.0,3.0,47.0,7.0,3.0,8.0,0.0,2.0,10,100.0,1,27,13821.0,1
74683118,0,1,0,0,52000.0,10,230.98,10000,60,0.1367,10944.0,1.0,4620.0,158.0,97.0,7.0,4.0,2.0,36.0,6.0,8.0,4.0,0.0,3.0,7,75.0,0,18,24967.0,1
113915049,0,0,0,1,42000.0,10,321.71,9600,36,0.1262,3117.0,2.0,4269.0,238.0,184.0,5.0,5.0,0.0,43.0,5.0,39.0,8.0,0.0,2.0,29,66.7,0,50,90387.0,1
85536925,0,0,1,0,45000.0,10,144.46,3600,36,0.2569,5564.0,12.0,1291.0,135.0,140.0,5.0,4.0,0.0,48.0,12.0,11.0,9.0,0.0,7.0,11,33.3,0,33,55637.0,1
121427527,0,0,0,1,220000.0,9,595.41,25000,60,0.1505,12779.0,4.0,1919.0,107.0,107.0,7.0,7.0,3.0,48.0,1.0,4.0,5.0,0.0,2.0,7,100.0,0,17,89451.0,0
111668760,0,1,0,0,85000.0,1,1105.01,35000,60,0.2872,21872.0,1.0,683.0,158.0,151.0,20.0,9.0,1.0,27.0,5.0,16.0,3.0,0.0,2.0,7,0.0,0,26,41324.0,0
113238042,0,0,0,1,101000.0,2,637.63,19200,36,0.1199,2535.0,8.0,1441.0,98.0,39.0,6.0,6.0,0.0,45.0,6.0,11.0,9.0,0.0,8.0,13,0.0,0,21,32951.0,1
97489487,0,0,0,1,45500.0,2,323.81,10925,60,0.2549,9900.0,2.0,4233.0,200.0,134.0,2.0,2.0,1.0,7.0,6.0,20.0,4.0,0.0,2.0,6,66.7,0,30,59398.0,1
92648601,0,0,0,1,52000.0,1,197.83,6000,36,0.1149,6181.0,2.0,3650.0,20.0,235.0,2.0,2.0,2.0,2.0,7.0,1.0,11.0,0.0,2.0,13,20.0,0,18,11312.0,1
104305626,0,1,0,0,65000.0,6,658.95,20000,36,0.1144,6484.0,0.0,5248.0,199.0,175.0,36.0,36.0,0.0,16.0,6.0,25.0,11.0,0.0,0.0,21,20.0,0,42,136165.0,1
109976516,0,1,0,0,48859.0,10,120.46,4000,36,0.0532,10434.0,2.0,123.0,112.0,204.0,5.0,5.0,4.0,77.0,8.0,4.0,10.0,0.0,2.0,12,0.0,0,27,9079.0,1
118296224,0,0,0,1,33000.0,10,228.88,7000,36,0.1091,985.0,1.0,2929.0,165.0,258.0,4.0,4.0,0.0,18.0,2.0,2.0,8.0,0.0,1.0,8,100.0,0,10,7882.0,1
96222655,0,1,0,0,35000.0,1,164.74,5000,36,0.1144,997.0,0.0,3226.0,100.0,214.0,4.0,4.0,0.0,3.0,6.0,4.0,5.0,0.0,2.0,5,33.3,0,14,3989.0,1
120926288,0,0,0,1,45000.0,2,454.88,12000,36,0.2145,4917.0,0.0,4888.0,100.0,100.0,38.0,37.0,0.0,14.0,2.0,8.0,4.0,4.0,0.0,9,100.0,0,14,44253.0,1
88074457,0,0,0,1,110000.0,1,699.1,20000,36,0.1559,12069.0,2.0,10659.0,12.0,170.0,85.0,10.0,0.0,46.0,4.0,2.0,3.0,0.0,2.0,6,100.0,0,10,72415.0,1
77554775,0,1,0,0,92000.0,6,372.67,12000,36,0.0739,41446.0,0.0,3622.0,148.0,260.0,13.0,13.0,7.0,56.0,8.0,11.0,6.0,0.0,0.0,11,25.0,0,29,91912.0,1
129536766,0,0,0,1,54000.0,10,101.93,3000,36,0.1358,1381.0,1.0,1317.0,101.0,143.0,6.0,6.0,0.0,50.0,5.0,8.0,13.0,0.0,5.0,18,25.0,0,28,24857.0,1
90014952,0,1,0,0,71500.0,10,545.09,17500,36,0.0759,30536.0,3.0,5992.0,58.0,232.0,16.0,16.0,4.0,11.0,18.0,4.0,7.0,0.0,0.0,11,0.0,0,32,93508.0,1
141335261,0,0,1,0,130000.0,10,791.53,35000,60,0.1273,3846.0,9.0,4902.0,132.0,241.0,1.0,1.0,3.0,67.0,25.0,19.0,17.0,0.0,5.0,21,0.0,1,65,73071.0,1
87112858,0,0,0,1,135404.0,5,1299.91,40000,36,0.1049,7617.0,3.0,10018.0,179.0,240.0,2.0,2.0,2.0,29.0,13.0,8.0,10.0,0.0,1.0,13,83.3,0,31,91403.0,1
131834030,0,1,0,0,65000.0,1,192.01,6000,36,0.0943,32891.0,1.0,1085.0,116.0,328.0,0.0,0.0,4.0,19.0,16.0,10.0,7.0,0.0,4.0,9,50.0,0,44,30644.0,1
94446926,0,1,0,0,115000.0,10,207.99,6400,36,0.1049,78473.0,3.0,5804.0,160.0,177.0,16.0,3.0,2.0,47.0,9.0,5.0,5.0,0.0,1.0,8,60.0,0,19,48715.0,1
92658845,0,0,1,0,185000.0,10,699.65,25600,60,0.2149,7108.0,13.0,2031.0,77.0,143.0,4.0,4.0,0.0,32.0,8.0,14.0,14.0,0.0,4.0,19,57.1,1,30,127942.0,0
144483654,0,0,1,0,65000.0,10,157.86,4800,36,0.1131,3295.0,2.0,816.0,171.0,110.0,2.0,2.0,2.0,44.0,12.0,29.0,13.0,0.0,5.0,24,0.0,0,51,79076.0,1
75199278,0,0,0,1,50000.0,1,404.97,13800,60,0.2499,4934.0,4.0,5137.0,113.0,141.0,4.0,4.0,0.0,38.0,8.0,28.0,6.0,0.0,5.0,27,50.0,5,48,133206.0,0
128399231,0,1,0,0,80000.0,7,155.19,5000,36,0.0735,27811.0,0.0,585.0,240.0,240.0,23.0,23.0,2.0,13.0,11.0,6.0,7.0,0.0,0.0,9,0.0,0,25,1479.0,1
85742254,0,0,1,0,30000.0,1,344.65,11000,36,0.0799,952.0,2.0,7470.0,89.0,205.0,22.0,22.0,1.0,24.0,9.0,1.0,9.0,0.0,0.0,9,20.0,0,26,8572.0,1
124426718,0,0,0,1,58633.0,10,572.08,15600,36,0.1903,2269.0,2.0,5529.0,206.0,277.0,1.0,1.0,0.0,67.0,6.0,13.0,11.0,0.0,3.0,12,50.0,0,34,27230.0,1
76231489,0,1,0,0,150000.0,8,722.76,24000,36,0.0532,24791.0,0.0,11418.0,102.0,283.0,18.0,9.0,3.0,58.0,5.0,2.0,9.0,0.0,1.0,11,40.0,0,14,49544.0,1
119917868,0,1,0,0,110000.0,10,789.1,18400,36,0.3079,27877.0,0.0,9626.0,123.0,178.0,15.0,14.0,5.0,57.0,7.0,7.0,13.0,0.0,0.0,16,100.0,0,31,90664.0,1
71072093,0,1,0,0,143232.0,10,253.49,7800,36,0.1049,27310.0,1.0,7602.0,148.0,222.0,12.0,12.0,1.0,8.0,6.0,6.0,9.0,0.0,1.0,12,40.0,0,18,54435.0,1
156505741,0,0,0,1,33280.0,4,324.23,10000,36,0.1033,1835.0,2.0,717.0,21.0,103.0,13.0,12.0,0.0,39.0,6.0,2.0,5.0,0.0,1.0,6,0.0,0,14,11008.0,1
75309300,0,0,0,1,90000.0,2,260.97,8000,36,0.1075,1957.0,13.0,3194.0,100.0,100.0,1.0,1.0,0.0,24.0,9.0,8.0,11.0,0.0,3.0,13,0.0,0,25,25444.0,0
85512916,0,1,0,0,79000.0,10,349.75,11000,36,0.0899,5379.0,3.0,6026.0,153.0,256.0,14.0,9.0,5.0,34.0,12.0,7.0,14.0,0.0,2.0,17,40.0,1,37,75301.0,1
83134964,0,1,0,0,75000.0,9,409.95,15000,60,0.2149,1939.0,2.0,16997.0,143.0,173.0,2.0,2.0,2.0,13.0,15.0,7.0,14.0,0.0,3.0,15,25.0,0,41,25204.0,1
117685610,0,0,0,1,80000.0,10,783.4,20000,36,0.2388,3579.0,2.0,5560.0,36.0,94.0,0.0,0.0,0.0,72.0,6.0,4.0,9.0,0.0,2.0,12,80.0,1,14,42943.0,0
76264661,0,0,1,0,146700.0,2,1078.06,32000,36,0.1299,19433.0,4.0,2600.0,165.0,184.0,13.0,1.0,1.0,18.0,3.0,4.0,4.0,1.0,1.0,7,0.0,0,11,60029.0,1
132207176,0,0,0,1,94000.0,4,595.28,25000,60,0.1504,5404.0,1.0,10237.0,139.0,426.0,19.0,19.0,0.0,62.0,15.0,4.0,13.0,0.0,0.0,16,87.5,0,32,81072.0,0
78249512,0,0,0,1,45000.0,2,270.06,7850,36,0.1446,3931.0,3.0,1452.0,91.0,29.0,5.0,5.0,0.0,74.0,5.0,27.0,9.0,0.0,5.0,24,60.0,0,37,94339.0,1
111761973,0,0,0,1,72000.0,3,693.8,20000,36,0.1505,4826.0,1.0,14063.0,114.0,293.0,9.0,7.0,2.0,77.0,3.0,7.0,7.0,0.0,2.0,9,100.0,0,19,43431.0,1
122328439,0,0,1,0,172000.0,5,451.19,20000,60,0.1262,54950.0,1.0,11774.0,122.0,293.0,85.0,25.0,3.0,3.0,14.0,15.0,4.0,1.0,0.0,10,33.3,0,37,190886.0,1
68526301,0,0,0,1,38000.0,10,188.37,5600,36,0.1288,3127.0,0.0,4468.0,62.0,148.0,11.0,11.0,0.0,12.0,10.0,4.0,8.0,0.0,1.0,12,60.0,0,21,34397.0,1
119999650,0,1,0,0,80000.0,10,451.78,15000,60,0.263,32314.0,3.0,10197.0,98.0,254.0,2.0,2.0,1.0,51.0,15.0,5.0,7.0,0.0,3.0,10,0.0,0,30,46703.0,0
94189900,0,0,0,1,500000.0,1,786.19,25000,36,0.0824,7591.0,0.0,8343.0,163.0,193.0,38.0,6.0,0.0,20.0,6.0,16.0,2.0,1.0,2.0,5,50.0,0,27,37957.0,1
121351830,0,0,0,1,87000.0,1,391.54,13000,60,0.263,3765.0,7.0,1938.0,41.0,126.0,1.0,1.0,0.0,14.0,6.0,3.0,5.0,0.0,3.0,7,0.0,0,10,26356.0,1
94250467,0,0,0,1,34300.0,1,181.45,6025,36,0.0532,4029.0,0.0,1332.0,87.0,121.0,28.0,15.0,0.0,22.0,8.0,14.0,6.0,0.0,0.0,9,0.0,0,25,36260.0,1
107156225,0,1,0,0,80000.0,10,546.77,16000,36,0.1399,15063.0,1.0,4082.0,109.0,257.0,14.0,14.0,4.0,61.0,7.0,7.0,11.0,0.0,0.0,14,60.0,0,26,23078.0,1
97932909,0,1,0,0,62000.0,10,140.99,4200,36,0.1274,14868.0,0.0,808.0,148.0,271.0,13.0,13.0,3.0,6.0,2.0,5.0,3.0,0.0,0.0,6,0.0,0,13,20523.0,1
77069899,0,0,0,1,54000.0,10,623.17,16500,36,0.2118,3731.0,3.0,2994.0,131.0,136.0,5.0,5.0,2.0,71.0,5.0,10.0,7.0,0.0,4.0,10,25.0,0,24,37308.0,1
90208145,0,1,0,0,30000.0,2,243.74,7500,36,0.1049,3190.0,0.0,2972.0,101.0,133.0,2.0,2.0,1.0,57.0,7.0,7.0,10.0,0.0,1.0,14,0.0,0,29,41469.0,1
132731983,0,0,0,1,110000.0,10,959.24,31200,36,0.0671,37935.0,1.0,6338.0,128.0,312.0,5.0,3.0,4.0,30.0,7.0,7.0,9.0,0.0,3.0,14,0.0,0,28,50624.0,1
130554786,0,1,0,0,72000.0,10,210.98,6000,36,0.1601,10017.0,0.0,3852.0,131.0,106.0,12.0,12.0,2.0,21.0,15.0,25.0,11.0,0.0,1.0,14,33.3,1,46,54689.0,1
133275090,0,0,0,1,60000.0,4,341.93,10000,36,0.1403,2560.0,3.0,4000.0,140.0,27.0,5.0,5.0,0.0,39.0,6.0,16.0,12.0,0.0,2.0,14,33.3,0,28,35837.0,1
73631242,0,0,1,0,105000.0,1,383.25,16000,60,0.1531,63403.0,4.0,6404.0,132.0,98.0,26.0,6.0,3.0,79.0,4.0,10.0,2.0,0.0,2.0,4,50.0,0,17,67521.0,1
67338687,0,1,0,0,42000.0,1,69.19,2000,36,0.1485,5371.0,2.0,3851.0,88.0,203.0,19.0,3.0,5.0,42.0,6.0,10.0,4.0,0.0,1.0,9,100.0,0,26,48335.0,1
140058378,0,1,0,0,94000.0,6,269.92,10000,60,0.2089,23511.0,1.0,6012.0,89.0,83.0,3.0,1.0,4.0,51.0,4.0,5.0,6.0,0.0,4.0,10,33.3,0,15,20827.0,1
74092048,0,1,0,0,42000.0,10,288.98,8400,36,0.1446,2954.0,1.0,2456.0,142.0,128.0,4.0,4.0,0.0,72.0,7.0,10.0,9.0,0.0,7.0,12,50.0,0,32,35449.0,1
113217603,0,0,0,1,52000.0,8,377.24,11025,36,0.1408,6327.0,3.0,1292.0,125.0,328.0,17.0,2.0,1.0,16.0,7.0,7.0,6.0,0.0,2.0,10,0.0,1,27,63272.0,1
120937016,0,0,0,1,60000.0,10,217.43,6650,36,0.1091,2310.0,0.0,4044.0,19.0,281.0,5.0,5.0,0.0,74.0,4.0,1.0,4.0,0.0,1.0,5,50.0,0,7,11549.0,1
91167692,0,1,0,0,110000.0,10,201.56,6000,36,0.1279,27889.0,6.0,4373.0,120.0,120.0,7.0,2.0,4.0,21.0,6.0,12.0,16.0,0.0,7.0,21,80.0,0,33,89693.0,1
113966681,0,0,1,0,150000.0,10,1128.21,35000,36,0.0993,27716.0,2.0,10377.0,108.0,154.0,8.0,8.0,3.0,27.0,9.0,12.0,9.0,0.0,1.0,12,100.0,0,30,117356.0,1
75026237,0,1,0,0,132000.0,10,1088.57,32000,36,0.1367,12200.0,13.0,2028.0,144.0,113.0,4.0,4.0,3.0,29.0,11.0,78.0,8.0,0.0,17.0,20,0.0,0,99,120218.0,1
131478884,0,1,0,0,56000.0,8,494.27,14250,36,0.1504,8399.0,4.0,5885.0,157.0,56.0,4.0,4.0,1.0,49.0,10.0,6.0,16.0,0.0,6.0,18,30.0,1,23,30619.0,1
91011788,0,1,0,0,180000.0,1,974.94,30000,36,0.1049,21659.0,4.0,17954.0,170.0,108.0,12.0,12.0,1.0,41.0,13.0,3.0,13.0,0.0,2.0,16,23.1,0,17,69192.0,1
93762712,0,0,0,1,28000.0,10,56.61,1800,36,0.0824,7222.0,3.0,673.0,201.0,199.0,5.0,5.0,0.0,65.0,4.0,3.0,3.0,0.0,2.0,4,50.0,0,8,28889.0,1
72604184,0,0,0,1,50000.0,10,313.16,9600,36,0.1075,4411.0,3.0,7449.0,150.0,189.0,2.0,2.0,0.0,42.0,10.0,10.0,13.0,0.0,2.0,16,11.1,0,28,70583.0,1
137091270,0,1,0,0,135000.0,1,1039.63,32000,36,0.1047,37259.0,1.0,7819.0,139.0,145.0,2.0,2.0,6.0,73.0,12.0,12.0,11.0,0.0,4.0,16,20.0,0,34,142489.0,1
78051770,0,0,1,0,100400.0,3,159.38,5000,36,0.0916,14425.0,1.0,7589.0,157.0,206.0,17.0,5.0,1.0,3.0,9.0,7.0,8.0,0.0,1.0,13,66.7,0,26,43810.0,1
88221295,0,1,0,0,58000.0,10,297.74,8775,36,0.1349,2421.0,2.0,553.0,109.0,129.0,4.0,4.0,0.0,39.0,12.0,7.0,4.0,0.0,1.0,6,50.0,0,22,14523.0,1
114180779,0,0,1,0,145000.0,2,670.23,20000,36,0.1262,4298.0,0.0,16681.0,98.0,194.0,9.0,9.0,2.0,63.0,11.0,4.0,9.0,0.0,1.0,11,11.1,0,20,47280.0,1
104625732,0,1,0,0,95000.0,10,476.45,19175,60,0.1699,32396.0,2.0,1682.0,128.0,119.0,27.0,9.0,1.0,91.0,2.0,3.0,5.0,0.0,1.0,8,100.0,0,10,38494.0,0
103558880,0,0,1,0,98000.0,3,377.37,12000,36,0.0824,1900.0,0.0,3283.0,167.0,113.0,7.0,7.0,0.0,30.0,3.0,7.0,3.0,0.0,1.0,9,50.0,0,12,17099.0,1
160795803,0,0,1,0,98000.0,8,310.0,15000,60,0.0881,17978.0,1.0,14199.0,187.0,244.0,6.0,6.0,2.0,9.0,21.0,14.0,17.0,0.0,3.0,20,14.3,0,45,61557.0,1
93307704,0,1,0,0,118000.0,10,1047.35,31200,36,0.1274,32089.0,5.0,8214.0,115.0,136.0,6.0,4.0,5.0,47.0,6.0,7.0,9.0,0.0,5.0,12,16.7,1,23,71419.0,1
73833953,0,0,1,0,52000.0,3,262.34,10000,60,0.1953,21776.0,2.0,2290.0,193.0,165.0,1.0,1.0,2.0,35.0,6.0,6.0,9.0,0.0,6.0,12,25.0,1,20,41744.0,1
140155805,0,1,0,0,44847.0,7,512.76,14400,36,0.1691,6412.0,2.0,3378.0,158.0,85.0,2.0,2.0,1.0,27.0,5.0,22.0,8.0,0.0,6.0,26,20.0,0,32,83473.0,1
102647611,0,0,0,1,27750.0,6,277.29,8000,36,0.1499,2640.0,0.0,3830.0,70.0,84.0,18.0,18.0,0.0,14.0,3.0,2.0,9.0,1.0,0.0,10,66.7,0,14,23763.0,1
74814478,0,1,0,0,95000.0,8,791.22,23825,36,0.1199,21334.0,3.0,3904.0,194.0,103.0,5.0,5.0,1.0,50.0,5.0,10.0,8.0,0.0,2.0,10,100.0,1,21,39350.0,1
102639722,0,1,0,0,68000.0,10,276.74,8800,36,0.0824,5276.0,1.0,1769.0,146.0,32.0,3.0,3.0,0.0,79.0,3.0,12.0,5.0,0.0,2.0,8,0.0,0,18,42211.0,1
99906607,0,1,0,0,83000.0,5,790.17,24000,36,0.1139,4004.0,5.0,6811.0,159.0,221.0,7.0,7.0,1.0,69.0,18.0,5.0,16.0,1.0,5.0,20,50.0,0,31,76076.0,0
85541513,0,1,0,0,48000.0,1,659.43,20000,36,0.1149,2472.0,5.0,1986.0,148.0,51.0,6.0,6.0,0.0,33.0,6.0,8.0,10.0,0.0,3.0,13,20.0,0,22,27196.0,1
142525711,0,0,0,1,72000.0,10,105.6,3200,36,0.1155,4960.0,2.0,3801.0,167.0,133.0,6.0,2.0,0.0,32.0,3.0,5.0,8.0,0.0,3.0,11,0.0,0,15,54563.0,1
114833182,0,0,1,0,79000.0,6,830.24,25000,36,0.1199,6177.0,0.0,9939.0,37.0,186.0,67.0,28.0,0.0,15.0,9.0,2.0,9.0,0.0,0.0,10,71.4,0,15,61769.0,0
103358264,0,0,0,1,22500.0,1,151.67,4600,36,0.1149,3075.0,0.0,2573.0,31.0,60.0,31.0,31.0,0.0,11.0,3.0,1.0,4.0,0.0,0.0,5,33.3,0,5,15374.0,1
95895313,0,0,0,1,180000.0,10,671.38,20000,36,0.1274,791.0,2.0,916.0,133.0,157.0,1.0,1.0,0.0,3.0,13.0,10.0,22.0,0.0,1.0,28,12.5,0,42,20576.0,1
125021064,0,0,0,1,43000.0,10,483.52,15000,36,0.0993,3769.0,0.0,10979.0,23.0,269.0,21.0,21.0,2.0,60.0,9.0,1.0,6.0,0.0,0.0,7,50.0,0,19,22611.0,1
110798372,0,1,0,0,150000.0,10,217.1,6000,36,0.1806,25809.0,1.0,7030.0,149.0,150.0,34.0,6.0,6.0,13.0,7.0,15.0,12.0,0.0,1.0,17,50.0,0,37,111415.0,1
79785714,0,1,0,0,50000.0,4,591.9,17000,36,0.1531,2549.0,1.0,3374.0,130.0,129.0,12.0,9.0,2.0,61.0,6.0,12.0,4.0,0.0,2.0,6,33.3,0,23,15293.0,1
128207486,0,0,1,0,69539.0,10,620.75,20000,36,0.0735,31273.0,0.0,0.0,32.0,146.0,9.0,9.0,2.0,43.0,1.0,1.0,3.0,0.0,1.0,5,0.0,0,7,8416.0,1
96635489,0,0,0,1,52250.0,8,197.55,6000,36,0.1139,3317.0,2.0,2014.0,119.0,158.0,3.0,3.0,2.0,17.0,5.0,5.0,4.0,2.0,2.0,8,0.0,0,14,26538.0,1
101539581,0,0,0,1,57000.0,5,329.72,10000,36,0.1149,1093.0,9.0,2000.0,44.0,195.0,3.0,3.0,0.0,34.0,12.0,5.0,14.0,0.0,7.0,16,0.0,1,31,17495.0,1
79360757,0,0,0,1,39000.0,9,395.55,12000,36,0.1147,3757.0,2.0,4335.0,151.0,138.0,13.0,10.0,0.0,35.0,6.0,7.0,6.0,0.0,1.0,7,100.0,0,20,22540.0,1
75144132,0,0,0,1,90000.0,10,363.97,16000,60,0.1299,10080.0,5.0,5061.0,94.0,186.0,46.0,4.0,2.0,61.0,7.0,8.0,2.0,0.0,1.0,4,50.0,0,20,40321.0,1
126746385,0,1,0,0,120000.0,3,328.37,12025,60,0.2145,13476.0,0.0,11544.0,151.0,253.0,13.0,13.0,7.0,38.0,9.0,12.0,12.0,0.0,0.0,14,80.0,0,43,50925.0,1
86782469,0,0,0,1,165000.0,1,68.84,2000,36,0.1449,10005.0,3.0,4114.0,167.0,134.0,9.0,4.0,6.0,7.0,9.0,17.0,2.0,1.0,4.0,11,100.0,0,35,110054.0,1
105072038,0,1,0,0,125000.0,10,379.02,10200,36,0.1999,401.0,4.0,832.0,134.0,179.0,2.0,2.0,0.0,27.0,5.0,4.0,4.0,0.0,1.0,4,0.0,0,12,1604.0,1
75858195,0,1,0,0,86000.0,1,263.7,8000,36,0.1147,21827.0,2.0,20120.0,103.0,151.0,1.0,1.0,3.0,78.0,18.0,6.0,15.0,0.0,3.0,17,83.3,0,44,73531.0,1
96727999,0,0,0,1,200000.0,5,527.16,16000,36,0.1144,8503.0,1.0,2852.0,145.0,135.0,0.0,0.0,3.0,78.0,3.0,14.0,4.0,2.0,5.0,10,100.0,1,24,85038.0,0
112868079,0,1,0,0,43000.0,3,186.23,6000,36,0.0735,15345.0,0.0,1582.0,110.0,127.0,27.0,15.0,3.0,10.0,1.0,11.0,4.0,0.0,0.0,8,0.0,0,20,18300.0,1
87464651,0,1,0,0,45000.0,1,128.12,4000,36,0.0949,1827.0,1.0,4786.0,62.0,211.0,3.0,3.0,1.0,7.0,8.0,1.0,11.0,0.0,2.0,11,66.7,0,24,18272.0,1
88815091,0,1,0,0,50000.0,3,392.81,12000,36,0.1099,2134.0,0.0,5345.0,144.0,319.0,14.0,13.0,0.0,46.0,11.0,2.0,10.0,0.0,0.0,13,25.0,0,27,21338.0,1
102956712,0,0,0,1,85000.0,9,1282.79,35000,36,0.1899,5314.0,0.0,13768.0,79.0,359.0,15.0,15.0,0.0,5.0,9.0,2.0,17.0,0.0,0.0,20,60.0,0,34,90345.0,1
88341491,0,0,0,1,32000.0,3,431.51,11000,36,0.2399,2529.0,0.0,2894.0,92.0,125.0,9.0,4.0,0.0,30.0,8.0,4.0,5.0,0.0,2.0,7,50.0,0,20,17704.0,1
132341521,0,1,0,0,40000.0,8,85.0,2600,36,0.109,7348.0,3.0,2425.0,91.0,248.0,1.0,1.0,3.0,6.0,19.0,6.0,12.0,1.0,3.0,15,12.5,0,36,29706.0,1
72203783,0,0,0,1,28800.0,1,316.48,14400,60,0.1147,1985.0,2.0,1016.0,144.0,375.0,14.0,11.0,2.0,64.0,14.0,10.0,8.0,0.0,1.0,10,0.0,1,36,17861.0,1
69584194,0,1,0,0,128000.0,10,575.73,18675,60,0.2749,5856.0,5.0,2700.0,96.0,81.0,1.0,1.0,0.0,22.0,6.0,8.0,6.0,0.0,4.0,10,33.3,0,15,58555.0,1
76181735,0,1,0,0,90852.0,10,513.93,21000,60,0.1629,341236.0,1.0,4221.0,127.0,128.0,62.0,62.0,2.0,49.0,5.0,5.0,2.0,0.0,0.0,4,100.0,1,13,9141.0,1
152530940,0,0,0,1,40000.0,8,698.74,28000,60,0.1719,2040.0,2.0,4998.0,134.0,298.0,0.0,0.0,2.0,32.0,8.0,3.0,14.0,0.0,5.0,16,0.0,1,33,32639.0,0
113177128,0,1,0,0,100000.0,10,826.92,26400,36,0.0797,100835.0,1.0,20262.0,81.0,196.0,86.0,27.0,4.0,14.0,4.0,2.0,2.0,1.0,0.0,4,50.0,0,12,67109.0,1
85096268,0,1,0,0,75000.0,3,395.66,12000,36,0.1149,11533.0,5.0,4482.0,145.0,162.0,4.0,4.0,1.0,23.0,6.0,19.0,11.0,0.0,4.0,16,20.0,0,34,85248.0,1
136913468,0,1,0,0,70000.0,6,309.74,10000,36,0.0721,15610.0,3.0,1989.0,110.0,204.0,3.0,3.0,3.0,6.0,15.0,18.0,11.0,0.0,1.0,15,0.0,0,45,34672.0,1
96649150,1,0,0,0,42000.0,1,98.92,3000,36,0.1149,934.0,3.0,1578.0,139.0,87.0,14.0,14.0,0.0,41.0,5.0,3.0,9.0,0.0,0.0,10,25.0,0,13,9336.0,1
96484030,0,0,0,1,43000.0,4,366.51,10000,36,0.1899,3049.0,5.0,1255.0,160.0,164.0,2.0,2.0,0.0,23.0,10.0,43.0,13.0,0.0,6.0,37,33.3,0,74,112800.0,1
85691856,0,0,0,1,36416.0,2,178.24,5000,36,0.1699,9489.0,2.0,2618.0,125.0,196.0,12.0,12.0,1.0,16.0,7.0,5.0,9.0,0.0,1.0,11,100.0,0,20,33159.0,1
96337112,0,1,0,0,45000.0,10,276.56,8400,36,0.1139,27793.0,0.0,606.0,66.0,121.0,14.0,3.0,1.0,6.0,4.0,2.0,5.0,1.0,1.0,7,100.0,0,11,6038.0,0
102195221,0,0,1,0,75000.0,10,528.32,16800,36,0.0824,10401.0,4.0,2891.0,162.0,173.0,4.0,4.0,0.0,38.0,9.0,6.0,9.0,0.0,1.0,11,66.7,0,20,114412.0,1
108805180,0,1,0,0,80000.0,2,486.98,15000,36,0.1042,31063.0,6.0,9769.0,144.0,231.0,18.0,5.0,2.0,5.0,12.0,19.0,13.0,0.0,2.0,19,33.3,0,39,362945.0,1
